train_loss,train_acc,epoch,step,test_loss,test_acc
0.4939008355140686,0.8874666690826416,0,468,,
0.1479068547487259,0.9585000276565552,1,937,,
0.10063204169273376,0.972083330154419,2,1406,,
0.07365923374891281,0.9802166819572449,3,1875,,
0.054965823888778687,0.9855499863624573,4,2344,,
0.041070934385061264,0.9900000095367432,5,2813,,
0.030607745051383972,0.9932000041007996,6,3282,,
0.022573329508304596,0.9953166842460632,7,3751,,
0.016326632350683212,0.9970333576202393,8,4220,,
0.011561164632439613,0.9981499910354614,9,4689,,
0.008031527511775494,0.9989500045776367,10,5158,,
0.005485048983246088,0.9993500113487244,11,5627,,
0.0035830012056976557,0.9997333288192749,12,6096,,
0.0023803513031452894,0.9998499751091003,13,6565,,
0.0015903407474979758,0.9998833537101746,14,7034,,
0.00105967465788126,0.999916672706604,15,7503,,
0.000712152395863086,0.9999499917030334,16,7972,,
0.0004971074522472918,1.0,17,8441,,
0.0003709837910719216,1.0,18,8910,,
0.0002456586516927928,1.0,19,9379,,
0.00017374947492498904,1.0,20,9848,,
0.00012959810555912554,1.0,21,10317,,
9.775189391802996e-05,1.0,22,10786,,
7.407581142615527e-05,1.0,23,11255,,
5.6309821957256645e-05,1.0,24,11724,,
4.290500146453269e-05,1.0,25,12193,,
3.2751991966506466e-05,1.0,26,12662,,
2.5038429157575592e-05,1.0,27,13131,,
1.9165790945407934e-05,1.0,28,13600,,
1.4685822861792985e-05,1.0,29,14069,,
1.1263859960308764e-05,1.0,30,14538,,
8.646814421808813e-06,1.0,31,15007,,
6.642941571044503e-06,1.0,32,15476,,
5.108109235152369e-06,1.0,33,15945,,
3.931437277060468e-06,1.0,34,16414,,
3.028566652574227e-06,1.0,35,16883,,
2.3356903966487153e-06,1.0,36,17352,,
1.8033854303212138e-06,1.0,37,17821,,
1.3943696330898092e-06,1.0,38,18290,,
1.0796491096698446e-06,1.0,39,18759,,
8.371619060199009e-07,1.0,40,19228,,
6.504559451059322e-07,1.0,41,19697,,
5.06178139403346e-07,1.0,42,20166,,
3.9459413869735727e-07,1.0,43,20635,,
3.0858979016556987e-07,1.0,44,21104,,
2.4182719471355085e-07,1.0,45,21573,,
1.9007276819138497e-07,1.0,46,22042,,
1.498040802516698e-07,1.0,47,22511,,
1.183369349178065e-07,1.0,48,22980,,
9.397060551918912e-08,1.0,49,23449,,
7.496272047546881e-08,1.0,50,23918,,
5.995826057869635e-08,1.0,51,24387,,
4.814861753743571e-08,1.0,52,24856,,
3.878473009422123e-08,1.0,53,25325,,
3.146528726460929e-08,1.0,54,25794,,
2.5616085252977427e-08,1.0,55,26263,,
2.0949041612539077e-08,1.0,56,26732,,
1.7221767123487552e-08,1.0,57,27201,,
1.4166035455787096e-08,1.0,58,27670,,
1.1807679278774685e-08,1.0,59,28139,,
9.832779035434669e-09,1.0,60,28608,,
8.223453029643224e-09,1.0,61,29077,,
6.959835374686918e-09,1.0,62,29546,,
5.87304382904108e-09,1.0,63,30015,,
5.03857888745074e-09,1.0,64,30484,,
4.3511385605654596e-09,1.0,65,30953,,
3.814697002724188e-09,1.0,66,31422,,
3.3795830578498e-09,1.0,67,31891,,
3.029902551077157e-09,1.0,68,32360,,
2.7616815501119163e-09,1.0,69,32829,,
2.529223497305111e-09,1.0,70,33298,,
2.3901460810549224e-09,1.0,71,33767,,
2.2451080994301265e-09,1.0,72,34236,,
2.1596746613283813e-09,1.0,73,34705,,
2.0662940247717643e-09,1.0,74,35174,,
2.0305315207025387e-09,1.0,75,35643,,
1.9967554276689725e-09,1.0,76,36112,,
1.968939900010014e-09,1.0,77,36581,,
1.939137739270791e-09,1.0,78,37050,,
1.919269410066704e-09,1.0,79,37519,,
1.919269410066704e-09,1.0,80,37988,,
1.9232431203164424e-09,1.0,81,38457,,
1.9113222116118322e-09,1.0,82,38926,,
1.875559263453397e-09,1.0,83,39395,,
1.931190318771314e-09,1.0,84,39864,,
1.899401302907222e-09,1.0,85,40333,,
1.9212562651915732e-09,1.0,86,40802,,
1.9152956998169657e-09,1.0,87,41271,,
1.909335356486963e-09,1.0,88,41740,,
1.9371508841459217e-09,1.0,89,42209,,
1.931190318771314e-09,1.0,90,42678,,
1.9749004653846214e-09,1.0,91,43147,,
1.959005846430273e-09,1.0,92,43616,,
1.951058647975401e-09,1.0,93,44085,,
1.9848345189643624e-09,1.0,94,44554,,
1.9987422827938417e-09,1.0,95,45023,,
2.00271599304358e-09,1.0,96,45492,,
2.034505008907672e-09,1.0,97,45961,,
2.0285446655776695e-09,1.0,98,46430,,
2.0484127727371515e-09,1.0,99,46899,,
2.0384787191574105e-09,1.0,100,47368,,
2.0563599711920233e-09,1.0,101,47837,,
2.0503996278620207e-09,1.0,102,48306,,
2.115964736759679e-09,1.0,103,48775,,
2.0901360642255895e-09,1.0,104,49244,,
2.0921226973058538e-09,1.0,105,49713,,
2.1298725005891583e-09,1.0,106,50182,,
2.1497406077486403e-09,1.0,107,50651,,
2.1417934092937685e-09,1.0,108,51120,,
2.169608936952727e-09,1.0,109,51589,,
2.19941109769195e-09,1.0,110,52058,,
2.189477044112209e-09,1.0,111,52527,,
2.231200335600647e-09,1.0,112,52996,,
2.2172925717711678e-09,1.0,113,53465,,
2.2431212443052573e-09,1.0,114,53934,,
2.2550421530098674e-09,1.0,115,54403,,
2.2868313909185645e-09,1.0,116,54872,,
2.3086863532029156e-09,1.0,117,55341,,
2.3166335516577874e-09,1.0,118,55810,,
2.312660063452654e-09,1.0,119,56279,,
2.364317408520833e-09,1.0,120,56748,,
2.3682908967259664e-09,1.0,121,57217,,
2.386172370805184e-09,1.0,122,57686,,
2.4020669897595326e-09,1.0,123,58155,,
2.4239219520438837e-09,1.0,124,58624,,
2.4318693725433604e-09,1.0,125,59093,,
2.477566152236932e-09,1.0,126,59562,,
2.489487060941542e-09,1.0,127,60031,,
2.5073685350207597e-09,1.0,128,60500,,
2.521276298850239e-09,1.0,129,60969,,
2.5669730785438105e-09,1.0,130,61438,,
2.5669730785438105e-09,1.0,131,61907,,
2.5848545526230282e-09,1.0,132,62376,,
2.622604133861728e-09,1.0,133,62845,,
2.634525042566338e-09,1.0,134,63314,,
2.6583668599755583e-09,1.0,135,63783,,
2.684195532509648e-09,1.0,136,64252,,
2.6901560978842554e-09,1.0,137,64721,,
2.706050716838604e-09,1.0,138,65190,,
2.7338660224529576e-09,1.0,139,65659,,
2.7656552603616547e-09,1.0,140,66128,,
2.7636684052367855e-09,1.0,141,66597,,
2.7835367344408724e-09,1.0,142,67066,,
2.829233514134444e-09,1.0,143,67535,,
2.811352262099831e-09,1.0,144,68004,,
2.843141277963923e-09,1.0,145,68473,,
2.8570490417934025e-09,1.0,146,68942,,
2.884864569452361e-09,1.0,147,69411,,
2.92460100581593e-09,1.0,148,69880,,
2.926587860940799e-09,1.0,149,70349,,
2.944469112975412e-09,1.0,150,70818,,
2.9484428232251503e-09,1.0,151,71287,,
3.0100342218730702e-09,1.0,152,71756,,
3.0120210769979394e-09,1.0,153,72225,,
3.027915695952288e-09,1.0,154,72694,,
3.071625842565595e-09,1.0,155,73163,,
3.0557312236112466e-09,1.0,156,73632,,
3.069638987440726e-09,1.0,157,74101,,
3.111362278929164e-09,1.0,158,74570,,
3.1193094773840357e-09,1.0,159,75039,,
3.1491118601678636e-09,1.0,160,75508,,
3.1769273878268223e-09,1.0,161,75977,,
3.2007692052360426e-09,1.0,162,76446,,
3.2305715880198704e-09,1.0,163,76915,,
3.234545076225004e-09,1.0,164,77384,,
3.25640026055396e-09,1.0,165,77853,,
3.2901761315429212e-09,1.0,166,78322,,
3.2961366969175288e-09,1.0,167,78791,,
3.339846621486231e-09,1.0,168,79260,,
3.3318994230313592e-09,1.0,169,79729,,
3.351767530190841e-09,1.0,170,80198,,
3.40342487525902e-09,1.0,171,80667,,
3.4073985855087585e-09,1.0,172,81136,,
3.4252800595879762e-09,1.0,173,81605,,
3.4908451684856345e-09,1.0,174,82074,,
3.4411746785423247e-09,1.0,175,82543,,
3.5107132756451165e-09,1.0,176,83012,,
3.4928320236105037e-09,1.0,177,83481,,
3.5544234222584237e-09,1.0,178,83950,,
3.526607894599465e-09,1.0,179,84419,,
3.558397132508162e-09,1.0,180,84888,,
3.570318041212772e-09,1.0,181,85357,,
3.6239622414058204e-09,1.0,182,85826,,
3.6140279657814744e-09,1.0,183,86295,,
3.6021070570768643e-09,1.0,184,86764,,
3.6478040588150407e-09,1.0,185,87233,,
3.6795930746791328e-09,1.0,186,87702,,
3.6756195864739993e-09,1.0,187,88171,,
3.701448259008089e-09,1.0,188,88640,,
3.7173428779624373e-09,1.0,189,89109,,
3.7054217472132223e-09,1.0,190,89578,,
3.749132115871134e-09,1.0,191,90047,,
3.782907764815491e-09,1.0,192,90516,,
3.786881475065229e-09,1.0,193,90985,,
3.8226444232236645e-09,1.0,194,91454,,
3.792842040439837e-09,1.0,195,91923,,
3.830591399633931e-09,1.0,196,92392,,
3.872314913166974e-09,1.0,197,92861,,
3.88224874470211e-09,1.0,198,93330,,
3.860393782417759e-09,1.0,199,93799,,
,,200,93800,0.17703942954540253,0.979200005531311
