train_loss,train_acc,epoch,step,test_loss,test_acc
1.9411358833312988,0.4715714156627655,0,54,,
0.9622940421104431,0.7871428728103638,1,109,,
0.5495319962501526,0.8728571534156799,2,164,,
0.39568108320236206,0.900857150554657,3,219,,
0.3232971131801605,0.9158571362495422,4,274,,
0.27990737557411194,0.9241428375244141,5,329,,
0.24886713922023773,0.9312857389450073,6,384,,
0.22417885065078735,0.9382857084274292,7,439,,
0.20332343876361847,0.9437142610549927,8,494,,
0.18504998087882996,0.9504285454750061,9,549,,
0.1686609536409378,0.9559999704360962,10,604,,
0.15375137329101562,0.9607142806053162,11,659,,
0.14008763432502747,0.9651428461074829,12,714,,
0.1275315135717392,0.9682857394218445,13,769,,
0.11598573625087738,0.9718571305274963,14,824,,
0.10536369681358337,0.9760000109672546,15,879,,
0.09558142721652985,0.9789999723434448,16,934,,
0.0865657851099968,0.9815714359283447,17,989,,
0.07826128602027893,0.9838571548461914,18,1044,,
0.07062783092260361,0.9858571290969849,19,1099,,
0.06363489478826523,0.9884285926818848,20,1154,,
0.057255472987890244,0.9897142648696899,21,1209,,
0.051459114998579025,0.991428554058075,22,1264,,
0.046207111328840256,0.9925714135169983,23,1319,,
0.0414554663002491,0.9937142729759216,24,1374,,
0.037164341658353806,0.9950000047683716,25,1429,,
0.033304013311862946,0.9955714344978333,26,1484,,
0.029850147664546967,0.9964285492897034,27,1539,,
0.02677415870130062,0.9971428513526917,28,1594,,
0.024038156494498253,0.9975714087486267,29,1649,,
0.021597400307655334,0.9978571534156799,30,1704,,
0.01940804533660412,0.9985714554786682,31,1759,,
0.017435934394598007,0.99871426820755,32,1814,,
0.015661897137761116,0.9990000128746033,33,1869,,
0.014079049229621887,0.9991428852081299,34,1924,,
0.012681352905929089,0.9994285702705383,35,1979,,
0.011453301645815372,0.9995714426040649,36,2034,,
0.010371833108365536,0.9995714426040649,37,2089,,
0.009414397180080414,0.9995714426040649,38,2144,,
0.008563986048102379,0.9995714426040649,39,2199,,
0.007809222210198641,0.9998571276664734,40,2254,,
0.007140388712286949,0.9998571276664734,41,2309,,
0.006546711083501577,1.0,42,2364,,
0.0060175624676048756,1.0,43,2419,,
0.005543986801058054,1.0,44,2474,,
0.005118784960359335,1.0,45,2529,,
0.004736096598207951,1.0,46,2584,,
0.004391005728393793,1.0,47,2639,,
0.004079285077750683,1.0,48,2694,,
0.0037972137797623873,1.0,49,2749,,
0.0035414695739746094,1.0,50,2804,,
0.003309080144390464,1.0,51,2859,,
0.0030973933171480894,1.0,52,2914,,
0.002904056804254651,1.0,53,2969,,
0.002727008191868663,1.0,54,3024,,
0.0025644353590905666,1.0,55,3079,,
0.0024147704243659973,1.0,56,3134,,
0.0022766476031392813,1.0,57,3189,,
0.002148884814232588,1.0,58,3244,,
0.0020304503850638866,1.0,59,3299,,
0.001920447451993823,1.0,60,3354,,
0.0018180933548137546,1.0,61,3409,,
0.0017226941417902708,1.0,62,3464,,
0.0016336427070200443,1.0,63,3519,,
0.0015504014445468783,1.0,64,3574,,
0.0014724840875715017,1.0,65,3629,,
0.0013994688633829355,1.0,66,3684,,
0.0013309648493304849,1.0,67,3739,,
0.001266626873984933,1.0,68,3794,,
0.0012061386369168758,1.0,69,3849,,
